試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号,ERP見積番号,見積明細番号,期間開始日
QJ01487052,,,UX142C2,個,25,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1487052,400,,,8000701920,,2017-04-01
QJ01487052,,,UX14353,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1487052,500,,,8000701920,,2017-04-01
QJ01487815,,,UX14BBK,個,1,JPY,0,,2017-03-20,2022-02-28,,59,0,1,1487815,100,,,8000702852,,2017-03-29
QJ01487815,,,UX148H3,個,1,JPY,0,,2017-03-20,2018-02-28,,11,0,1,1487815,1000,,,8000702852,,2017-03-29
QJ01487939,,,UX148H3,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1487939,100,,,8000702971,,2017-04-01
QJ01492835,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1492835,500,,,8000704855,,2017-04-01
QJ01492835,,,UX14762,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1492835,600,,,8000704855,,2017-04-01
QJ01493348,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1493348,500,,,8000704610,,2017-03-01
QJ01493348,,,UX142B2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1493348,600,,,8000704610,,2017-03-01
QJ01494010,,,UX14782,個,1,JPY,0,,2017-04-01,2022-03-31,,60,0,1,1494010,100,,,8000703076,,2017-04-01
QJ01494245,,,UX142F2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1502494,800,,,8000700062,,2017-03-01
QJ01494245,,,UX142B2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1502494,900,,,8000700062,,2017-03-01
QJ01499733,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1499733,600,,,8000707586,,2017-04-01
QJ01499733,,,UX14762,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1499733,700,,,8000707586,,2017-04-01
QJ01499780,,,UX148H3,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1499780,100,,,8000708441,,2017-04-01
QJ01499979,,,UX14083,個,25,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1499979,100,,,8000708510,,2017-04-01
QJ01501029,,,UX142F2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1501029,400,,,8000709896,,2017-03-01
QJ01501029,,,UX148H3,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1501029,500,,,8000709896,,2017-03-01
QJ01503618,,,UX148H3,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1503618,100,,,8000711505,,2017-05-01
QJ01505363,,,UX142A2,個,1,JPY,0,,2017-04-01,2017-11-30,,8,0,1,1505363,200,,,8000712276,,2017-03-31
QJ01505363,,,UX142C2,個,25,JPY,0,,2017-04-01,2017-11-30,,8,0,1,1505363,300,,,8000712276,,2017-03-31
QJ01510218,,,UX14083,個,25,JPY,0,,2017-04-17,2018-04-16,,12,12,1,1510218,100,,,8000713709,,2017-04-17
QJ01515026,,,UX144H5,個,1,JPY,0,,2017-06-01,2022-05-31,,60,0,1,1536666,300,,,8000716657,,2017-06-01
QJ01515026,,,UX14782,個,1,JPY,0,,2017-06-01,2022-05-31,,60,0,1,1536666,400,,,8000716657,,2017-06-01
QJ01515908,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1515908,200,,,8000717131,,2017-04-01
QJ01515908,,,UX142C2,個,25,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1515908,300,,,8000717131,,2017-04-01
QJ01515976,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1515976,800,,,8000716849,,2017-04-01
QJ01515976,,,UX148H3,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1515976,900,,,8000716849,,2017-04-01
QJ01519696,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1519696,400,,,8000716977,,2017-04-01
QJ01519696,,,UX142C2,個,25,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1519696,500,,,8000716977,,2017-04-01
QJ01525583,,,UX142A2,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1525583,600,,,8000723049,,2017-05-01
QJ01525583,,,UX142D2,個,50,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1525583,700,,,8000723049,,2017-05-01
QJ01525583,,,UX14353,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1525583,800,,,8000723049,,2017-05-01
QJ01529934,,,UX142B2,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1529934,700,,,8000724141,,2017-05-01
QJ01529935,,,UX142C2,個,25,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1529935,500,,,8000724147,,2017-05-01
QJ01531053,,,UX142A2,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1531053,200,,,8000724059,,2017-05-01
QJ01531053,,,UX142C2,個,25,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1531053,300,,,8000724059,,2017-05-01
QJ01531726,,,UX148H3,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1531726,100,,,8000725439,,2017-07-01
QJ01536646,,,UX142A2,個,1,JPY,0,,2017-06-01,2018-05-31,,12,12,1,1536646,400,,,8000728398,,2017-06-01
QJ01536646,,,UX142C2,個,25,JPY,0,,2017-06-01,2018-05-31,,12,12,1,1536646,500,,,8000728398,,2017-06-01
QJ01538947,,,UX14762,個,1,JPY,0,,2017-05-30,2018-05-29,,12,12,1,1539212,6800,,,8000729679,,2017-05-30
QJ01538947,,,UX14343,個,1,JPY,0,,2017-05-30,2018-05-29,,12,0,1,1539212,6900,,,8000729679,,2017-05-30
QJ01545259,,,UX14762,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1545259,100,,,8000734498,,2017-07-01
QJ01551294,,,UX142F2,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1551294,400,,,8000733755,,2017-07-01
QJ01551294,,,UX142C2,個,25,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1551294,500,,,8000733755,,2017-07-01
QJ01551294,,,UX14353,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1551294,600,,,8000733755,,2017-07-01
QJ01555497,,,UX142C2,個,25,JPY,0,,2017-06-01,2018-05-31,,12,12,1,1555497,300,,,8000738663,,2017-06-01
QJ01559060,,,UX142D2,個,50,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1559060,600,,,8000739293,,2017-07-01
QJ01559060,,,UX142A2,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1559060,700,,,8000739293,,2017-07-01
QJ01562939,,,UX142A2,個,1,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1562939,100,,,8000744365,,2017-07-01
QJ01562939,,,UX142C2,個,25,JPY,0,,2017-07-01,2018-06-30,,12,12,1,1562939,200,,,8000744365,,2017-07-01
